respondent_id,age_group,gender,education,heard_term_gender_sensitization,gender_is_binary_or_nonbinary,received_gender_training,support_school_curriculum,support_workplace_training,sensitization_helps_relationships,stereotype_men_rational_women_emotional,stereotype_women_bad_drivers,view_okay_for_men_to_cry,stereotype_men_strong_women_weak,stereotype_women_better_housekeepers,stereotype_gentle_men_less_masculine,childcare_only_mother_responsibility,woman_home_man_provider_role,chores_divided_equally_if_both_work,support_equal_pay,support_gender_diversity_quotas,discrimination_observed_nearby,support_gender_neutral_language,encourage_girls_nontraditional_careers,man_should_have_final_say_home,woman_should_not_tolerate_violence,sexist_jokes_okay,sensitization_reduces_gbv
R0599,18-25,Male,Master's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",No,Disagree,Neutral,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0600,Less than 18,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely",Maybe,Maybe,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,Maybe,No,Yes
R0601,18-25,Female,Bachelor's degree,Yes,Binary,Yes,Maybe,"Yes, definitely",Maybe,Disagree,Disagree,Agree,Disagree,Disagree,Neutral,No,No,"Yes, definitely",Yes,No,Unsure,Yes,No,No,No,No,Yes
R0602,18-25,Male,High school or equivalent,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Unsure,Maybe,Yes,No,No,No,No
R0603,18-25,Female,Master's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Neutral,Disagree,Neutral,Disagree,No,No,"No, the woman should manage both",Yes,Yes,Yes,Maybe,Yes,Maybe,No,No,Yes
R0604,18-25,Female,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
R0605,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Agree,Agree,Agree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,Yes,No,Yes
R0606,18-25,Male,High school or equivalent,No,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,No,Yes,Yes,Maybe,No,Yes,Yes,Maybe
R0607,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,Unsure,No,Yes,Yes,Yes,No,No,Yes
R0608,18-25,Male,High school or equivalent,Yes,Unsure,No,"No, not required","Yes, definitely",Yes,Agree,Agree,Agree,Neutral,Agree,Disagree,No,No,"Yes, definitely",No,Yes,Unsure,Yes,Yes,Maybe,No,Yes,Yes
R0609,18-25,Female,Master's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Yes,Yes,"Yes, definitely",Yes,No,Yes,Yes,No,No,No,No,Yes
R0610,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely",Maybe,No,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,Yes,No,No
R0611,18-25,Female,Bachelor's degree,No,Binary,No,"Yes, definitely",Maybe,Yes,Agree,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
R0612,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Neutral,Agree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
R0613,18-25,Male,Master's degree,No,Binary,No,Maybe,"Yes, definitely",Yes,Agree,Agree,Agree,Agree,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Maybe
R0614,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely",Maybe,Yes,Agree,Neutral,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,Yes,No,No,Yes
R0615,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",No,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,No,No,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,Yes,No,Yes
R0616,Less than 18,Female,Bachelor's degree,Yes,Non-binary,Yes,Maybe,"Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Yes,Yes,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,Maybe,No,No,Yes
R0617,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Agree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Maybe,Maybe,No,No,Yes
R0618,18-25,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Agree,Agree,Agree,Disagree,Neutral,Yes,Yes,"Yes, definitely",Yes,Yes,No,No,Yes,Yes,No,No,Yes
R0619,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Maybe,Yes,No,Yes,No,Yes
R0620,18-25,Female,Master's degree,Yes,Non-binary,Yes,"No, not required","Yes, definitely",Maybe,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,Yes,"No, the woman should manage both",Yes,Yes,Unsure,Maybe,Yes,No,No,No,Yes
R0621,26-35,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Disagree,Agree,No,No,"No, the woman should manage both",Yes,Yes,Yes,No,Yes,No,No,Yes,Maybe
R0622,18-25,Female,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,Maybe,Yes,No,Maybe
R0623,18-25,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Agree,Disagree,Neutral,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,Yes
R0624,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",No,Disagree,Neutral,Agree,Agree,Disagree,Agree,Yes,Yes,"Yes, definitely",Yes,Yes,No,Maybe,Yes,No,No,No,Yes
R0625,18-25,Male,High school or equivalent,No,Binary,No,"No, not required","Yes, definitely",Yes,Disagree,Disagree,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,Maybe,Yes,No,No
R0626,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Disagree,Agree,Agree,Agree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,Maybe,Yes,No,No,Yes,Yes
R0627,18-25,Female,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,No,No,"Yes, definitely",Yes,Unsure,No,Yes,Maybe,No,No,No,Yes
R0628,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Agree,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,No,No,Yes,Maybe,No,No,No,Maybe
R0629,18-25,Female,Master's degree,Yes,Binary,Yes,"No, not required","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
R0630,18-25,Female,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Neutral,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,Yes,Yes,No,Yes
R0631,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Neutral,Disagree,Agree,No,No,"Yes, definitely",Yes,Unsure,Unsure,Yes,Yes,Yes,Yes,No,Yes
R0632,26-35,Female,Master's degree,No,Binary,No,Maybe,"No, not required",Yes,Disagree,Agree,Agree,Disagree,Agree,Agree,Yes,Yes,"No, the woman should manage both",Yes,Yes,No,Yes,Yes,Maybe,Yes,No,Yes
R0633,18-25,Female,High school or equivalent,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,No,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,Yes,Yes
R0634,18-25,Male,Bachelor's degree,No,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Agree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,No,No,Yes
R0635,18-25,Female,Bachelor's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,No,No,"Yes, definitely",No,Yes,Unsure,Maybe,Yes,No,No,No,Yes
R0636,26-35,Male,Bachelor's degree,Yes,Unsure,No,Maybe,"Yes, definitely",Yes,Disagree,Agree,Agree,Disagree,Agree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,Maybe,No,Maybe
R0637,18-25,Female,Bachelor's degree,No,Unsure,No,Maybe,"Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Agree,Agree,No,Yes,"Yes, definitely",Yes,No,No,Yes,Yes,No,No,No,Yes
R0638,18-25,Female,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,No,Yes
R0639,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Maybe
R0640,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely",Maybe,Yes,Disagree,Agree,Agree,Agree,Agree,Disagree,Yes,Yes,"Yes, definitely",Yes,No,Yes,Maybe,Yes,Yes,No,No,Maybe
R0641,18-25,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,No,Yes,Maybe,Yes,Yes,No,No,Yes
R0642,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
R0643,18-25,Male,Master's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Agree,Agree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0644,18-25,Male,Master's degree,Yes,Unsure,No,"Yes, definitely","No, not required",No,Disagree,Disagree,Disagree,Agree,Agree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Maybe,Maybe,Maybe
R0645,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Maybe,Neutral,Disagree,Agree,Disagree,Neutral,Disagree,No,No,"Yes, definitely",Yes,Yes,No,No,Yes,No,No,No,Yes
R0646,18-25,Female,Bachelor's degree,No,Unsure,No,"No, not required","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Neutral,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Maybe
R0647,26-35,Female,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",No,Disagree,Disagree,Agree,Agree,Neutral,Agree,No,No,"Yes, definitely",Yes,No,Unsure,Yes,Yes,Maybe,No,Maybe,Maybe
R0648,18-25,Female,Bachelor's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,No,Yes,Maybe,No,No,Yes
R0649,18-25,Female,Master's degree,Yes,Binary,Yes,"No, not required","Yes, definitely",Maybe,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,No,Yes,"Yes, definitely",Yes,Yes,No,Maybe,Yes,No,Yes,Yes,Maybe
R0650,18-25,Male,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",No,Yes,No,Yes,Yes,No,No,Yes,Yes
R0651,18-25,Male,Bachelor's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",No,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,Yes,No,No,Yes
R0652,18-25,Male,Master's degree,Yes,Binary,No,"No, not required","Yes, definitely",Maybe,Disagree,Disagree,Agree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Maybe
R0653,18-25,Male,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",No,Agree,Agree,Agree,Disagree,Agree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,Maybe,No,Maybe
R0654,18-25,Female,Bachelor's degree,Yes,Unsure,No,Maybe,"Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Yes,Yes,"No, the woman should manage both",Yes,Yes,Yes,No,Maybe,No,No,No,Yes
R0655,18-25,Female,Master's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Agree,Neutral,Agree,Disagree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Unsure,Maybe,Yes,Yes,No,No,Yes
R0656,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely",Maybe,No,Disagree,Disagree,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,No,Maybe
R0657,18-25,Male,Bachelor's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0658,18-25,Male,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Disagree,Neutral,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
R0659,18-25,Female,Bachelor's degree,Yes,Binary,No,"Yes, definitely","No, not required",Yes,Disagree,Disagree,Agree,Disagree,Neutral,Neutral,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,Maybe,No,Maybe
R0660,18-25,Female,Bachelor's degree,Yes,Binary,Yes,Maybe,Maybe,Yes,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Maybe
R0661,18-25,Female,Master's degree,Yes,Binary,No,"Yes, definitely",Maybe,Yes,Agree,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",No,Yes,Yes,Yes,Yes,No,No,No,Yes
R0662,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,No,No,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,No,No,Yes,Maybe
R0663,18-25,Female,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","No, not required",Yes,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,No,Yes
R0664,18-25,Female,Master's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Agree,Agree,Agree,Agree,Neutral,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,Yes,Yes
R0665,18-25,Male,Master's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,No,Yes,Maybe,Maybe,No,No,No,Yes
R0666,18-25,Female,Master's degree,Yes,Non-binary,No,"No, not required","Yes, definitely",No,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,Yes,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,No,No,No,Maybe
R0667,18-25,Male,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,No,"No, the woman should manage both",Yes,No,Unsure,Yes,Yes,Yes,Maybe,No,Maybe
R0668,18-25,Male,Bachelor's degree,No,Binary,No,"No, not required","Yes, definitely",Maybe,Agree,Agree,Agree,Disagree,Neutral,Agree,No,No,"Yes, definitely",Yes,Yes,No,Maybe,Yes,Yes,No,No,Maybe
R0669,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely",Maybe,Yes,Agree,Disagree,Agree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Unsure,Yes,Yes,Yes,Yes,No,Yes,Yes
R0670,18-25,Male,High school or equivalent,No,Binary,No,"Yes, definitely",Maybe,Maybe,Agree,Agree,Agree,Disagree,Disagree,Agree,No,No,"No, the woman should manage both",Yes,No,No,No,Yes,No,No,No,Maybe
R0671,26-35,Male,High school or equivalent,No,Non-binary,No,"Yes, definitely",Maybe,Yes,Disagree,Agree,Agree,Disagree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Unsure,Unsure,Yes,Yes,No,No,Yes,Yes
R0672,18-25,Female,Bachelor's degree,No,Binary,Yes,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Agree,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,No,No,Yes
R0673,18-25,Female,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Neutral,Agree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
R0674,18-25,Male,Master's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Agree,Agree,Agree,Disagree,Disagree,No,No,"Yes, definitely",No,Unsure,No,Yes,Yes,No,Maybe,No,Yes
R0675,Less than 18,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Maybe,Yes,No,No,Maybe,Yes
R0676,18-25,Male,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Agree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,No,No,Yes,No,No,Yes
R0677,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Maybe,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
R0678,18-25,Female,Bachelor's degree,No,Binary,No,"Yes, definitely",Maybe,Maybe,Agree,Agree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",No,Yes,Yes,Maybe,Yes,No,No,No,Yes
R0679,18-25,Male,Master's degree,Yes,Unsure,Yes,"No, not required","No, not required",Yes,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,No,Yes,"Yes, definitely",Yes,No,Yes,Yes,Yes,No,No,No,No
R0680,18-25,Male,High school or equivalent,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Agree,Agree,Neutral,Neutral,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,Maybe,No,No,Yes
R0681,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Agree,Agree,Neutral,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,Maybe
R0682,18-25,Female,Bachelor's degree,No,Binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Maybe,No,Yes,No,No
R0683,18-25,Male,Master's degree,No,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Disagree,Agree,Neutral,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,Maybe,No,No,No
R0684,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","No, not required",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,No,Yes
R0685,18-25,Male,Master's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Neutral,Disagree,Agree,Disagree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,No,No,Yes
R0686,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Agree,Neutral,Agree,Disagree,Disagree,Disagree,No,No,"No, the woman should manage both",Yes,Yes,No,Yes,Yes,No,No,No,No
R0687,18-25,Male,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely",Maybe,Maybe,Neutral,Agree,Agree,Disagree,Disagree,Neutral,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,No,No,Yes,Yes
R0688,18-25,Female,Master's degree,Yes,Binary,No,"No, not required","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Yes,No,"Yes, definitely",Yes,No,Yes,Maybe,Yes,No,No,No,Yes
R0689,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Agree,Neutral,Disagree,Disagree,Yes,Yes,"Yes, definitely",Yes,No,Yes,Yes,Maybe,No,No,No,Maybe
R0690,18-25,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely",Maybe,No,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Yes,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,Maybe,No,No,Maybe
R0691,26-35,Male,Bachelor's degree,Yes,Binary,No,"Yes, definitely","No, not required",Yes,Neutral,Neutral,Agree,Disagree,Agree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
R0692,18-25,Male,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,No,No,Yes,Yes,No,No,Maybe
R0693,18-25,Female,Bachelor's degree,Yes,Non-binary,No,"No, not required","Yes, definitely",Yes,Disagree,Neutral,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,No,No,No
R0694,18-25,Male,Bachelor's degree,Yes,Unsure,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Agree,Disagree,Agree,Disagree,Agree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
R0695,18-25,Female,Bachelor's degree,Yes,Unsure,No,"Yes, definitely","Yes, definitely",Maybe,Agree,Disagree,Agree,Disagree,Agree,Agree,Yes,Yes,"Yes, definitely",Yes,Yes,No,No,No,No,No,No,Yes
R0696,26-35,Male,High school or equivalent,No,Non-binary,No,"Yes, definitely",Maybe,Yes,Agree,Agree,Agree,Disagree,Agree,Agree,No,No,"Yes, definitely",Yes,No,Yes,Yes,Yes,No,No,No,Yes
R0697,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"No, the woman should manage both",Yes,Yes,Yes,Maybe,Yes,No,No,No,Yes
R0698,18-25,Female,Bachelor's degree,No,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Neutral,Agree,Agree,Agree,Neutral,No,Yes,"Yes, definitely",Yes,Yes,No,Yes,Yes,No,Yes,Yes,Maybe
R0699,18-25,Male,Bachelor's degree,Yes,Unsure,No,Maybe,"Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,No,No,"Yes, definitely",Yes,Yes,Unsure,Yes,Yes,No,No,No,Yes
R0700,26-35,Female,Master's degree,Yes,Unsure,Yes,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Agree,Disagree,Disagree,Agree,No,No,"Yes, definitely",Yes,Yes,Yes,No,Yes,No,No,Yes,Yes
R0701,18-25,Female,Master's degree,Yes,Unsure,No,"Yes, definitely",Maybe,Maybe,Disagree,Disagree,Agree,Agree,Neutral,Neutral,No,Yes,"Yes, definitely",Yes,No,Yes,Yes,Yes,Yes,No,No,No
R0702,18-25,Female,Bachelor's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",Yes,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Maybe,Yes,Maybe,Yes,No,Yes
R0703,18-25,Female,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely",Maybe,Yes,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,No,Yes,Yes,Maybe,Maybe,Yes,Yes
R0704,26-35,Male,Bachelor's degree,Yes,Non-binary,No,Maybe,"Yes, definitely",Yes,Agree,Disagree,Agree,Agree,Disagree,Disagree,No,Yes,"Yes, definitely",Yes,Yes,Yes,Yes,Maybe,No,No,No,Yes
R0705,26-35,Male,Bachelor's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Yes,No,"Yes, definitely",No,Yes,Yes,No,No,No,No,No,Yes
R0706,Less than 18,Female,Bachelor's degree,Yes,Non-binary,No,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,"Yes, definitely",Yes,Yes,Yes,Maybe,Maybe,Maybe,No,No,Yes
R0707,18-25,Male,Master's degree,Yes,Non-binary,Yes,"Yes, definitely","Yes, definitely",No,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,No,"Yes, definitely",Yes,Yes,Unsure,Maybe,No,Maybe,Yes,No,Maybe
R0708,18-25,Female,Master's degree,Yes,Binary,Yes,"Yes, definitely","Yes, definitely",Yes,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Yes,No,"Yes, definitely",Yes,No,Yes,Maybe,Yes,No,No,Maybe,Yes
